name,address,city,lat,lng,place_id,rating,class,type
Thanh Thanh Cafe,6033 Martin Luther King Junior Way South,Seattle,47.5468983,-122.2863669,ChIJQeWw34tqkFQRajNHJK1ejXQ,4.2,cafe,
Both Ways Cafe,4922 South Genesee Street,Seattle,47.5642771,-122.2709298,ChIJXWNvoxVqkFQRJRQPpe2azdk,4.6,cafe,
Caffe Vita,5028 Wilson Avenue South,Seattle,47.556106,-122.2700728,ChIJyXdUbBpqkFQRUmemX3gCia8,4.5,cafe,
Starbucks,6310 Martin Luther King Jr Way S,Seattle,47.5457249,-122.2850768,ChIJ2xWOEv5BkFQRjJzbA2sbJqY,3.7,cafe,
McDonald's,6305 Martin Luther King Junior Way South,Seattle,47.5455707,-122.2860261,ChIJjwJIcv5BkFQR-PodsZlulCs,3.4,cafe,
Cafe Ibex,3219 Martin Luther King Junior Way South,Seattle,47.5742189,-122.2973792,ChIJxeZk62RqkFQR1cA6f_Q3Gvc,4.4,cafe,
Cafetal Quilombo Cafe,4343 15th Avenue South,Seattle,47.5640496,-122.3136831,ChIJY3Or6dlBkFQRK5BToTHJQkA,4.6,cafe,
Starbucks,2921 Martin Luther King Junior Way South,Seattle,47.57692,-122.2967964,ChIJ0_VOlGNqkFQRUDF5vLpThOY,3.9,cafe,
Compadre Coffee,2931 Rainier Avenue South,Seattle,47.5769042,-122.2973178,ChIJ0f8gvGNqkFQRAtBFgSRkqhM,4.3,cafe,
The Feed Store,2809 Mount Rainier Drive South,Seattle,47.578125,-122.2878256,ChIJIRCHS2dqkFQRqGiQfgLtLZo,4.4,cafe,
Mioposto Pizzeria,3601 South McClellan Street,Seattle,47.5781945,-122.2881865,ChIJxUQ-SmdqkFQRrgQIJYrKarw,4.3,cafe,
Cafe Avole,6630 Rainier Avenue South,Seattle,47.542581,-122.272709,ChIJm6vsHP9pkFQR24kDefGYvf8,4.9,cafe,
Victrola Coffee Roasters,3215 Beacon Avenue South,Seattle,47.574616,-122.309285,ChIJxSdF031qkFQRpbRD6KKeAJI,4.6,cafe,
Ambrosia Cafe,110 Martin Luther King Junior Way South,Seattle,47.5389983,-122.2824156,ChIJX01CdwFCkFQRvxIcgAr-eBE,2.9,cafe,
Starbucks,2707 Rainier Avenue South,Seattle,47.5792022,-122.299828,ChIJi7v8QWJqkFQRpMlUiA6hkek,3.6,cafe,
Fran's Chocolates - Georgetown,5900 Airport Way South,Seattle,47.5499996,-122.3173773,ChIJf-q5581qkFQRuKBcbNQ726M,4.8,cafe,
All City Coffee,1205 South Vale Street,Seattle,47.5489895,-122.3170821,ChIJuQ_Uw-tBkFQRRJb9TxT-6TI,4.5,cafe,
The Conservatory,5813 Airport Way South,Seattle,47.550393,-122.3182087,ChIJt2IuMOpBkFQRhwnxgt5GYpc,4.8,cafe,
Starbucks,3900 South Othello Street,Seattle,47.5376989,-122.2828842,ChIJzWiukwNCkFQR8XVQUAtAINs,3.2,cafe,
Brother Joe,5629 Airport Way South,Seattle,47.5513783,-122.3192158,ChIJiW-0G-pBkFQRwhxAJepdvrU,5,cafe,
Cafe Red,7148 Martin Luther King Junior Way South,Seattle,47.537537,-122.280961,ChIJ73NTYOBBkFQROTCluQAjuhQ,4.9,cafe,
Hangar Cafe,6261 13th Avenue South,Seattle,47.5467167,-122.3164097,ChIJWRgaZOxBkFQRArhWsxJvll0,4.4,cafe,
Le's Deli & Bakery,4219 South Othello Street #105,Seattle,47.5368991,-122.2805464,ChIJF45AqAZCkFQRPd78Pa5MDL0,4.4,cafe,
Five Horizons Espresso,1132 South Albro Place,Seattle,47.546164,-122.3169323,ChIJDxmL9OxBkFQR1EfL6-JqCgg,4,cafe,
McDonald's,2336 25th Avenue South,Seattle,47.5816436,-122.3000341,ChIJhb0P9YlqkFQRj_zUogyuLU4,3.3,cafe,
Fresh Flours Beacon Hill,1624 South McClellan Street,Seattle,47.5787426,-122.3112791,ChIJUzvAD4dqkFQRcjomABhcTfw,4.7,cafe,
"Cavu Cafe, King County Int'l Airport",7277 Perimeter Road South,Seattle,47.5367947,-122.3038698,ChIJt_--ofVBkFQRqn6CRW96WDA,4.2,cafe,
The Station,1600 South Roberto Maestas Festival Street,Seattle,47.5795434,-122.311967,ChIJ4zn7XoZqkFQRynA_nRwJdLI,4.7,cafe,
Starbucks,Unit 184,Seattle,47.5476449,-122.3224859,ChIJGx9vMetBkFQRiDL_AFMcmFo,4.1,cafe,
FareStart @ 2100 Cafe,2100 24th Avenue South,Seattle,47.584296,-122.301193,ChIJb5IR6YtqkFQR1cHRpK7MVwA,4.7,cafe,
Rainier Commons Llc,3100 Airport Way South,Seattle,47.5766937,-122.3204605,ChIJS7zTzIFqkFQRsoHlJMMGBpU,,cafe,
Detour Espresso,2006 Rainier Avenue South,Seattle,47.585377,-122.303185,ChIJW4XuD4xqkFQRimQFsDaKGTo,4.3,cafe,
Tully's Coffee,3100 Airport Way S,Seattle,47.576661,-122.321033,ChIJg8_PzIFqkFQRVxOrzNKtViI,3.9,cafe,
Espresso By Design,511 South Mead Street,Seattle,47.5509553,-122.3279106,ChIJxUCpjL9BkFQRlWSvjqwmV-0,4.4,cafe,
Salon S.A Hair Nail,7630 Rainier Avenue South,Seattle,47.533817,-122.2696983,ChIJHQ2mFQhCkFQRzoa9Gj0MH_A,5,cafe,
Starbucks,4115 4th Avenue South,Seattle,47.5666264,-122.3298232,ChIJf2VG7c1BkFQRx7dkcaDL87U,4,cafe,
Cecilia's Coffee Cup,551 South Michigan Street,Seattle,47.5457013,-122.3267936,ChIJu_EeaJRBkFQReNSvkTeBaWo,,cafe,
That's Amore Italian Cafe,1425 31st Avenue South,Seattle,47.5895529,-122.2928309,ChIJhQ_fwvNqkFQR_RmnSgc2oxc,4.6,cafe,
Tullys training,208 South Mead Street,Seattle,47.5512724,-122.3318269,ChIJ6WrXAL9BkFQRuQlh0S4EP-Q,5,cafe,
QED Coffee,1418 31st Avenue South,Seattle,47.590005,-122.292249,ChIJJwQW3fNqkFQRMJoz9DoLCIo,4.5,cafe,
Repast,1368 31st Avenue South,Seattle,47.590561,-122.292291,ChIJJcAu3fNqkFQRoLMY8ZNUvDw,4.4,cafe,
Caffe D'Arte,719 South Myrtle Street,Seattle,47.5392176,-122.3243961,ChIJs7d7Io5BkFQRZ4hx8gMT1ro,5,cafe,
Sunset Cafe,8115 Rainier Avenue South,Seattle,47.5299419,-122.2702394,ChIJwbFCXAlCkFQRPgO1ZSixaHs,4.6,cafe,
PCC Community Markets - Columbia City,3610 South Edmunds Street,Seattle,47.5588887,-122.286923,ChIJ_YQHRQxqkFQRal-0nBRalbw,4.5,supermarket,
Kelley-Ross Pharmacy at the Polyclinic,904 7th Avenue #103,Seattle,47.6070062,-122.3289018,ChIJvy--5ctqkFQRKK47jj4EcJI,4.1,pharmacy,
Kelley-Ross Compounding Pharmacy,805 Madison Street #702,Seattle,47.6079435,-122.3278863,ChIJtz72J0sVkFQRivkT8wVTvl8,5,pharmacy,
Pegasus Coffee Bar,1218 3rd Avenue # 103,Seattle,47.6076795,-122.3356652,ChIJ7aB2YbFqkFQRPuMzv1HqA2Y,4.2,cafe,
Purple Cafe and Wine Bar,1225 4th Avenue,Seattle,47.6079577,-122.335092,ChIJC2j55LNqkFQRRqBoRA_a_3A,4.4,cafe,
Sweet Iron,1200 3rd Ave,Seattle,47.6073949,-122.3353509,ChIJy9J33rNqkFQRSr28FDqAsls,4.3,cafe,
Migalore,1215 4th Avenue,Seattle,47.607791,-122.3348128,ChIJRV4z4rNqkFQRkZoOm_jNG4g,,cafe,
Starbucks,1201 3rd Avenue,Seattle,47.6071249,-122.3357112,ChIJKboGk7pqkFQRY6yUcE3PTmc,3.8,cafe,
Caffe Migliore,1215 4th Avenue #100,Seattle,47.607617,-122.3347883,ChIJeVn94rNqkFQR_vdGCDV4HD0,4.5,cafe,
Honor Coffee and Tea,200 University Street,Seattle,47.6082085,-122.3366794,ChIJo0HLx7NqkFQRFFVUkLbZB6E,4.3,cafe,
Starbucks,1125 4th Avenue,Seattle,47.6073225,-122.3342855,ChIJaxqRW7FqkFQR0CVREWNStds,4.2,cafe,
4th Ave,411 University Street,Seattle,47.6081064,-122.3339844,ChIJUTft_rNqkFQRcrLpspSuTwQ,1,cafe,
4th Ave,411 University Street,Seattle,47.6081064,-122.3339844,ChIJO9h1fORrkFQRekSBXWp4u8o,,cafe,
Starbucks,1301 2nd Avenue,Seattle,47.6078637,-122.3379842,ChIJobJFxbNqkFQRnZFR7WCCmMc,4.5,cafe,
Starbucks,1191 2nd Avenue,Seattle,47.6063837,-122.3365254,ChIJO7GTgrFqkFQRU5X0AKtV2e0,4.1,cafe,
Chip & Drew's Filling Station,1301 2nd Avenue,Seattle,47.607828,-122.338134,ChIJG24P3bFqkFQREr18aYi7JcA,4.1,cafe,
The Georgian,411 University Street,Seattle,47.6080847,-122.3334322,ChIJk63I_rNqkFQR0S-WQKFW6ZI,4.3,cafe,
Harbor Cafe,1411 4th Ave # 103,Seattle,47.6093771,-122.3363409,ChIJuWpchLNqkFQR5R69vy9sQj8,4.8,cafe,
Walla Walla Farms Cafe,1191 2nd Avenue,Seattle,47.6062195,-122.3365336,ChIJe0OCm7FqkFQRHsjT4vu5-SQ,3.9,cafe,
Vovito,1100 4th Avenue,Seattle,47.6070944,-122.3333656,ChIJWRrZRLFqkFQR_DM2su2gLKM,3.9,cafe,
Ancient Grounds,1220 1st Avenue,Seattle,47.6067341,-122.3378617,ChIJIQaLJ7JqkFQR_FEo2x78EF0,4.8,cafe,
Specialty's Cafe & Bakery,1023 3rd Avenue,Seattle,47.60613,-122.3347223,ChIJQ4RwErFqkFQRR9EDCtMFBlw,3.6,cafe,
Peet's Coffee,1023 3rd Avenue,Seattle,47.6060887,-122.3347435,ChIJvwVjDbFqkFQRBM9qTlyLB-A,3.6,cafe,
TASTE Restaurant,1300 1st Avenue,Seattle,47.6074425,-122.3384464,ChIJKWDFMLJqkFQR7cL3UfNEZ2o,3.6,cafe,
Starbucks,1401 2nd Ave,Seattle,47.6082414,-122.3384308,ChIJc0S00rNqkFQRq0oV7tEBDW8,3.9,cafe,
Mustard Seed Cafe,1200 5th Avenue,Seattle,47.6082168,-122.3329502,ChIJQQtzA7RqkFQR36Ie8DxjUC0,4.1,cafe,
Joelle Cafe & Soup Dujour,1001 4th Avenue #310,Seattle,47.6062177,-122.333842,ChIJ25_6PLFqkFQRmUi2W2lK2DU,4,cafe,
Starbucks Reserve,1305 1st Avenue,Seattle,47.6069,-122.338496,ChIJDXzBI7JqkFQR39Pp-0X08Mc,4.5,cafe,
Von's 1000SPIRITS,1225 1st Avenue,Seattle,47.6065492,-122.3383332,ChIJYSjPILJqkFQRE-m7s1g6K0Y,4.5,cafe,
Caffe Ladro - Downtown on Union Street,108 Union Street,Seattle,47.608053,-122.3389157,ChIJKfcQSbJqkFQR1pzUb5CIVlU,4.2,cafe,
Fonté,1317 1st Avenue,Seattle,47.6072646,-122.3388434,ChIJD5iwO7JqkFQRTLN8VOncd2E,5,cafe,
Fonté Coffee Roaster Café,1321 1st Avenue,Seattle,47.6072047,-122.3389968,ChIJx_rKPrJqkFQR7OliFT0Jk-A,4.4,cafe,
Joelle's Espresso Cafe,1001 4th Avenue #510,Seattle,47.606095,-122.3334951,ChIJ26HlPLFqkFQRDhOi1rfeDUU,3.1,cafe,
Specialty's Cafe & Bakery,1400 5th Avenue,Seattle,47.6099581,-122.3346643,ChIJtf-LZLRqkFQRaipr2Bu4xik,3.9,cafe,
Starbucks,221 Pike Street,Seattle,47.6095879,-122.3378752,ChIJ6UqdCLNqkFQRMefx5a_7LFs,3,cafe,
Chrome Industries - Seattle Shop & Coffee,1117 1st Avenue,Seattle,47.6058103,-122.3374771,ChIJK05xk7FqkFQRibaWxiR0ffA,4.8,cafe,
Fran's Chocolates - Downtown,1325 1st Avenue,Seattle,47.60765,-122.339221,ChIJm46QR7JqkFQR-JT2hpgTG3A,4.6,cafe,
Starbucks,1000 2nd Avenue,Seattle,47.6053408,-122.3350681,ChIJ0W7OCbFqkFQRlEsKIYLC4eE,4.1,cafe,
Fresh Table Cafe,1501 4th Avenue,Seattle,47.6101018,-122.3374811,ChIJ_3JzbrNqkFQRy0h3fuJna58,4.3,cafe,
Starbucks,1501 4th Avenue,Seattle,47.6101018,-122.3374811,ChIJOZt-ZrNqkFQRN3wQTZPMtDs,4.1,cafe,
Starbucks,1420 5th Avenue,Seattle,47.61016,-122.3339401,ChIJYRgNZ7RqkFQRaothOOKnaEA,4,cafe,
Starbucks,999 3rd Ave,Seattle,47.6053237,-122.3342576,ChIJI4d_BLFqkFQRO0yT9N6-MhM,4.2,cafe,
Seattle Coffee Works,107 Pike Street,Seattle,47.6088784,-122.3393968,ChIJmx-U_7JqkFQRdymQucyLhXA,4.5,cafe,
Starbucks,1420 5th Avenue,Seattle,47.6104544,-122.3350868,ChIJ3bW1i7RqkFQRj0kHwmEw6G0,4,cafe,
Chocolati Café,1000 4th Avenue,Seattle,47.6065647,-122.3321129,ChIJ2_-dPLFqkFQRqwWBhnWM05k,4,cafe,
Bottega Italiana,1425 1st Ave,Seattle,47.60837,-122.339839,ChIJFwOJ-LJqkFQReAbSXHUAqI8,4.6,cafe,
Voxx Coffee Downtown,1200 6th Avenue,Seattle,47.6090949,-122.3320121,ChIJvepUPbRqkFQR6DoD4XGHZ8o,4.5,cafe,
Belle Epicurean,925 4th Avenue,Seattle,47.6054784,-122.3332301,ChIJdceVWbFqkFQR8lqS3tN_Ooc,4.2,cafe,
Mrs. Fields,1420 5th Avenue,Seattle,47.6106798,-122.3349334,ChIJGxIr87RqkFQRBtfgLnjzkMM,3.8,cafe,
Svedala Bakery,93 Pike Street,Seattle,47.6084523,-122.340064,ChIJI2kVWLJqkFQRPeXgVoEgPjg,,cafe,
DeLaurenti Food & Wine,1435 1st Avenue,Seattle,47.6086184,-122.3401015,ChIJbWSJ-LJqkFQR96t3ak16578,4.7,cafe,
Starbucks,102 Pike St,Seattle,47.609052,-122.339908,ChIJgcua_rJqkFQRzLvJbfFV_u8,4.3,cafe,
Crepe De France,93 Pike Street #204,Seattle,47.608632,-122.3401409,ChIJI2kVWLJqkFQRtkB41QK1q6Y,4.1,cafe,
Storyville Coffee,1001 1st Avenue,Seattle,47.6047471,-122.3366099,ChIJoVOXybFqkFQRA-8a2OmkD3I,4.6,cafe,
Bobachine,1514 4th Avenue,Seattle,47.6108265,-122.3367108,ChIJWZH-nrRqkFQRf7m66ObMVxM,3.6,cafe,
YC Coffee Shop,77 Spring Street,Seattle,47.6049423,-122.3377552,ChIJbf2vxLFqkFQRTHm1lo4CZDw,5,cafe,
Spring Thyme Bakeshop,77 Spring Street,Seattle,47.6049423,-122.3377552,ChIJI92mxLFqkFQRwYNuS4fkn80,4.7,cafe,
Monorail Espresso,510 Pike Street,Seattle,47.6110588,-122.3354855,ChIJb7pH7bRqkFQRwTaGcN9XkP0,4.7,cafe,
Walla Walla Farms Café,601 Union Street #224a,Seattle,47.610152,-122.332363,ChIJmTSuXLRqkFQRYQ83vSxBMFU,3.6,cafe,
Homegrown,999 3rd Avenue,Seattle,47.6046485,-122.3343113,ChIJ1xiXVrBqkFQRgTH5jcL_57I,4.1,cafe,
Starbucks,601 Union Street,Seattle,47.6102792,-122.3324791,ChIJQ5CCIksVkFQRFuP38RLv_IA,4.3,cafe,
Storyville Coffee Pike Place,top floor,Seattle,47.60895,-122.3404309,ChIJBR3G8LJqkFQRWD2Wzn0qG3c,4.7,cafe,
Ghost Alley Espresso,1499 Post Alley,Seattle,47.608575,-122.3406769,ChIJPQG7WLJqkFQRUXVHLnb3Lro,4.7,cafe,
Essential Market,1301 4th Avenue,Seattle,47.6081235,-122.3355137,ChIJvYQm8LNqkFQRjJM6WIcYE1A,3.5,supermarket,
Whitman Middle School,9201 15th Avenue Northwest,Seattle,47.6965669,-122.3777192,ChIJ4Qgaw5oWkFQRhA8MvMR1kow,2.4,school,
Marcus Whitman Junior High School,,Seattle,47.6967643,-122.3781847,ChIJ775dx5oWkFQRNv3h7XKNikE,,school,
North Beach Elementary School,9018 24th Avenue Northwest,Seattle,47.6948491,-122.3871534,ChIJEQREB4YWkFQRy6RROpaK43I,5,school,
Loyal Heights Elementary School,2511 Northwest 80th Street,Seattle,47.6863929,-122.3892307,ChIJN06ss38WkFQRCjQMtGXK-l0,3,school,
loyal Heights Elementary,2500 Northwest 80th Street,Seattle,47.686334,-122.389245,ChIJj5-5gIsTkFQRz4Jm6PLDn-k,5,school,
North Beach Elementary School,9018 24th Avenue Northwest,Seattle,47.700368,-122.3697493,ChIJlVBELJgWkFQRLVUfljd5h5Q,,school,
The Dane,8000 15th Avenue Northwest,Seattle,47.687023,-122.376383,ChIJpf9N9ykUkFQRQNknG5n3WHM,4.6,cafe,
Zen Dog Studio & Tea House Gallery,2015 Northwest 85th Street,Seattle,47.6904194,-122.3828972,ChIJC6HnRYEWkFQRXWhtKbh7wsc,5,cafe,
Food Stall,Golden Gardens Park Road,Seattle,47.6915919,-122.4038567,ChIJnV8BtGQWkFQRfwuXTVmw1wc,,cafe,
Miri's at Golden Gardens,8498 Seaview Place Northwest,Seattle,47.691771,-122.4039609,ChIJ72XqQN4VkFQRtFpI3n4oDYI,4.3,cafe,
Jibe Espresso Bar,7001 Seaview Avenue Northwest #170,Seattle,47.6806145,-122.4046947,ChIJN2wnaHYWkFQRkgaa_I-ziko,3.8,cafe,
Safeway,8340 15th Avenue Northwest,Seattle,47.6896764,-122.3761332,ChIJXT1URYIWkFQRKMVCFqhNqpg,3.8,supermarket,
Grocery Outlet Bargain Market,8700 15th Avenue Northwest,Seattle,47.6929603,-122.3759258,ChIJZUJRWIMWkFQRVyvgTCA5JhU,4.5,supermarket,
Metropolitan Cafe,1801 Boren Avenue,Seattle,47.6165474,-122.3322732,ChIJtf8QEjUVkFQR3CG0RZNL0Yw,4.5,cafe,
Mighty-O Donuts Denny Triangle,1812 Boren Avenue,Seattle,47.617007,-122.3325102,ChIJE3wmpDUVkFQR-IFRzIBqh3Q,4.3,cafe,
Freshy's Downtown,1099 Stewart Street #102,Seattle,47.6167141,-122.3328307,ChIJY8s4ojUVkFQRXoqE8F7AJd8,4.8,cafe,
Starbucks,1730 Minor Avenue #102,Seattle,47.6169557,-122.329667,ChIJx1uH_DQVkFQREG9-aYbkDYc,3.8,cafe,
Caffe Ladro - 1800 9th at Howell,1800 9th Avenue,Seattle,47.615292,-122.3333319,ChIJh4vnnUoVkFQRlKP4go2C2aY,4.1,cafe,
Dilettante Mocha Café,818 Stewart Street,Seattle,47.615581,-122.334953,ChIJN17EiEoVkFQRNqHYhQ_DI3w,4.5,cafe,
Peet's Coffee,1918 8th Avenue,Seattle,47.6156878,-122.3359895,ChIJy4aBYEoVkFQROf8riFHY0aE,3.8,cafe,
Specialty's Cafe & Bakery,1918 8th Avenue,Seattle,47.6155264,-122.3359752,ChIJ5fMbXkoVkFQRac1DmYO6JpM,3.8,cafe,
Mr. West Cafe Bar,720 Olive Way,Seattle,47.6141236,-122.3344984,ChIJnzzCxkoVkFQRTECoVWZJFiA,4.4,cafe,
Homegrown,1531 Melrose Avenue,Seattle,47.61475,-122.328174,ChIJqWzA1spqkFQRUVDkgIujH-o,4.5,cafe,
Starbucks,2001 8th Avenue,Seattle,47.6157098,-122.3369525,ChIJs0MIwUoVkFQRvvehL3kOYHo,4.2,cafe,
Starbucks,1700 7th Avenue,Seattle,47.614251,-122.3357581,ChIJs0MIwUoVkFQRvu8oJhBUozk,4.2,cafe,
Starbucks Reserve Roastery,1124 Pike Street,Seattle,47.614025,-122.3282469,ChIJsU30zM1qkFQRbnOm1_LBoG0,4.6,cafe,
Anchorhead Coffee,1600 7th Avenue #105,Seattle,47.6134003,-122.3347638,ChIJgdrD00oVkFQRbSXCy0wr9RY,4.6,cafe,
Caffe Ladro - Downtown on Pine Street,801 Pine Street,Seattle,47.6129056,-122.3326807,ChIJ558pOLVqkFQRyBmaqgevLaw,4.4,cafe,
Café Suisse,2008 Westlake Avenue,Seattle,47.6155907,-122.3375792,ChIJWxfqUUoVkFQRvTliTrInMU8,4.6,cafe,
Victrola Coffee Roasters,310 East Pike Street,Seattle,47.6143218,-122.3272859,ChIJ7bdU9rJqkFQRqx0_701azUU,4.4,cafe,
Tutta Bella Neapolitan Pizzeria - South Lake Union,2200 Westlake Avenue,Seattle,47.6182371,-122.3376188,ChIJr4z_70kVkFQRbGYag_u6UEw,4.2,cafe,
Caffe Senso Unico,622 Olive Way,Seattle,47.6135772,-122.3355838,ChIJvwKi10oVkFQR6XaZSD_r2wA,4.8,cafe,
The Moo Bar,2124 Westlake Avenue,Seattle,47.6174365,-122.3379882,ChIJIVJTHkoVkFQRm7fzo8NxBcI,3.7,cafe,
Vovito,1913 7th Avenue,Seattle,47.614526,-122.337008,ChIJSa_9_EoVkFQRKEcTB8DLK9g,4.4,cafe,
Monorail Espresso,2120 Westlake Avenue,Seattle,47.6173318,-122.338029,ChIJqZBrH0oVkFQRwnchxxolEQY,5,cafe,
Petra Cafe,1933 7th Avenue,Seattle,47.6148695,-122.3375198,ChIJWQfj_EoVkFQR4sGLM2nrtT0,4.3,cafe,
Wild Rye Café Bakery,806 Pike Street,Seattle,47.6124108,-122.3319154,ChIJ0QTtE7VqkFQRj54GlIE17Bc,4.1,cafe,
Rococo Coffee Roasting,207 Boren Avenue North,Seattle,47.620173,-122.3362562,ChIJja6LRTYVkFQRAimRJX2E3mY,4.3,cafe,
Allegro Coffee Company,2200 Westlake Avenue,Seattle,47.6183937,-122.3381016,ChIJu31w9EkVkFQRnlMbHgNuTpM,,cafe,
Starbucks,600 Stewart Street,Seattle,47.613889,-122.3370025,ChIJQ5CCIksVkFQR4CAWfJcC8yM,4,cafe,
Starbucks,R2,Seattle,47.6151803,-122.3382539,ChIJ8fbwrEsVkFQRW_dhqokYcss,4.3,cafe,
Cascade Coffee Works,1130 Thomas Street,Seattle,47.6209997,-122.3348041,ChIJNSff-zYVkFQRsjC2OdtSq2Y,4.5,cafe,
McDonald's,1950 6th Avenue,Seattle,47.6145,-122.337938,ChIJF08urrpqkFQRz3ISr_5JNCg,3.5,cafe,
Made Coffee,1531 7th Avenue,Seattle,47.6123705,-122.3342627,ChIJwXGb2LRqkFQRFt37UIp92B8,5,cafe,
Starbucks,1524 7th Avenue,Seattle,47.6122153,-122.333675,ChIJxc4vDrVqkFQRwwKxXhc2c2s,3.8,cafe,
Blue C Sushi,1510 7th Avenue,Seattle,47.612144,-122.3336089,ChIJTRLLHbVqkFQRKcaSMwvdnCI,3.9,cafe,
Starbucks,1612 6th Avenue,Seattle,47.6126984,-122.3356464,ChIJpcDz0rRqkFQRTVQ0LAA9gqQ,4.2,cafe,
Einstein Bros. Bagels,2201 Westlake Avenue Ste 101,Seattle,47.617992,-122.3390052,ChIJZU4n6UkVkFQRdsQRZ-AuNJc,4.4,cafe,
Ebar,500 Pine Street,Seattle,47.6124107,-122.335798,ChIJrw8og7RqkFQRFO8aZsL8li0,4,cafe,
Nollie's Cafe,1165 Harrison Street,Seattle,47.6218813,-122.3334529,ChIJO7NxJzcVkFQRlUkpnqjd4pM,4.6,cafe,
Cherry Street Coffee House,509 Olive Way,Seattle,47.6127499,-122.3366757,ChIJW89pNksVkFQR_CVWb71WoPo,4.3,cafe,
Relish Burger Bistro,1900 5th Avenue,Seattle,47.6136929,-122.3381333,ChIJ90iRa0sVkFQRMr6jML7zVgY,3.8,cafe,
Rise by FareStart,Houdini North,Seattle,47.6217432,-122.3348419,ChIJH8QyGTcVkFQRrSwcdKLo6e0,4.3,cafe,
Espresso Caffé Dior,800 Convention Place,Seattle,47.6115503,-122.3324199,ChIJ196rBbVqkFQRzEnQ0xizurU,5,cafe,
Community Table by FareStart,399 Fairview Avenue North,Seattle,47.6217483,-122.3350405,ChIJiS-0GzcVkFQRjPcg31yaPgo,4.2,cafe,
Homegrown,208 Westlake Avenue North,Seattle,47.6201967,-122.3382491,ChIJN5PYLDYVkFQRilNXHpEbpjQ,4.4,cafe,
Zoka Coffee,351 Boren Avenue North,Seattle,47.6216927,-122.3361,ChIJd-dIDzcVkFQRd5NS87_99yY,4,cafe,
Caffe Ladro - South Lake Union Fairview,400 Fairview Avenue North,Seattle,47.6222793,-122.3339992,ChIJVaEoOzcVkFQRuv3X7USdip0,4.6,cafe,
Dilettante Mocha Café,1601 5th Avenue #100,Seattle,47.612441,-122.337463,ChIJgalYTEsVkFQRhMlr3BWOjvU,4.4,cafe,
Monorail Espreso,2120 Westlake Avenue,Seattle,47.612484,-122.337545,ChIJ8RVGTEsVkFQRYOi-Hu_IboE,,cafe,
Juicy Cafe,400 Fairview Avenue North,Seattle,47.6224701,-122.3338712,ChIJh1BcNjcVkFQRorKluROVh34,4.2,cafe,
Juicy Cafe,725 Pike Street,Seattle,47.611026,-122.3314622,ChIJYwweHbVqkFQR7SxAmKhxIgk,4.3,cafe,
Alfi's Food & Deli,1830 Minor Avenue,Seattle,47.6175949,-122.3316216,ChIJxcjqsjUVkFQRIY6MMQVbSYM,3.9,supermarket,
UW Medical Center Surgery Pavilion,1959 NE Pacific St,Seattle,47.6485967,-122.3053296,ChIJZWhjg-sUkFQRRja4r4aAo74,5,hospital,
Seattle Hebrew Academy Elementary,1617 Interlaken Drive East,Seattle,47.6342764,-122.3079247,ChIJfbBSOtoUkFQR6qUVDn3NhFY,4.3,school,
Montlake Elementary School,2409 22nd Avenue East,Seattle,47.6406408,-122.3046676,ChIJ9SVMdcMUkFQRYq5nYz6v1Jw,4.3,school,
Stevens Elementary School,1242 18th Avenue East,Seattle,47.631449,-122.307625,ChIJtekdRtcUkFQRyMz1nlQnfy4,4.3,school,
Starbucks,2344 Eastlake Avenue East,Seattle,47.6410286,-122.3255898,ChIJ1bXzyeEUkFQRYZZh8IAbL00,4.2,cafe,
14 Carrot Cafe,2305 Eastlake Avenue East,Seattle,47.6399223,-122.3260531,ChIJzd7GKOAUkFQRw2zKExHQSZw,4.4,cafe,
Voxx Coffee,2245 Eastlake Avenue East,Seattle,47.6396075,-122.3261052,ChIJpZFLJ-AUkFQR0NLF7swzFIo,4.4,cafe,
Copper Tree Coffee House,2406 10th Avenue East,Seattle,47.641675,-122.319892,ChIJzw1SzuAUkFQRxNTgOsOyeis,4.7,cafe,
20 OZ Tea,1823 Eastlake Avenue East #160,Seattle,47.6352865,-122.3255998,ChIJo9wpVSAVkFQR8z-2WDkTOgc,4.6,cafe,
Grand Central Bakery,1616 Eastlake Avenue East,Seattle,47.6345802,-122.324898,ChIJ9yOXGSEVkFQRJyuR-GTuYfg,4.1,cafe,
Palazzo,1906 North 34th Street,Seattle,47.6481935,-122.3346034,ChIJuw95bf0UkFQRidaY90FQBwM,4.8,cafe,
Le Fournil Bakery & Catering,3230 Eastlake Avenue East A,Seattle,47.650816,-122.32148,ChIJn7QZqPoUkFQR66Ie5FUD9tw,4.4,cafe,
The Essential Baking Company,1604 N 34th St,Seattle,47.648215,-122.338372,ChIJgxqUZQIVkFQRxXxNST1r8Qw,4.4,cafe,
Vista Café,3720 15th Avenue Northeast,Seattle,47.6516428,-122.3134169,ChIJhybsC-4UkFQRcLWGF1Q9MJo,4.1,cafe,
Metropolitan Deli & Cafe,1287 Westlake Avenue North,Seattle,47.6321109,-122.3411878,ChIJ75ydmj0VkFQR8iwZY2Ip4SA,3.9,cafe,
MiiR Flagship,3400 Stone Way North,Seattle,47.6488552,-122.3424679,ChIJ0d2VLAIVkFQRgsx2xRb6X5c,4.6,cafe,
Voula's Offshore Cafe,658 Northeast Northlake Way,Seattle,47.6546556,-122.3215067,ChIJ_6PM3vAUkFQRKmNERgd3N8M,4.5,cafe,
