Mon Jul 23 16:38:19 2018    OUTFILE

         31621851 function calls (31618175 primitive calls) in 29.799 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      137    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:3473(__len__)
       32    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\shapely\coords.py:44(_update)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\lib\function_base.py:2695(__init__)
       32    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2222(amax)
        4    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:1225(_convert_to_indexer)
       20    0.000    0.000    0.005    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:3182(_set_item)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\lib\shape_base.py:330(column_stack)
       10    0.000    0.000    0.003    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\algorithms.py:576(factorize)
      112    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:538(axes)
        2    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\multi.py:795(_engine)
      197    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:222(to_dense)
       42    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\series.py:3991(_sanitize_index)
      256    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:5063(<lambda>)
        5    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\sorting.py:55(loop)
      150    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.can_cast}
      105    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1405(needs_i8_conversion)
       48    0.000    0.000    0.087    0.002 C:\Users\dariu\Anaconda3\lib\site-packages\geopandas\geoseries.py:122(_wrapped_pandas_method)
      392    0.000    0.000    0.000    0.000 {built-in method pandas._libs.algos.ensure_platform_int}
      136    0.000    0.000    0.002    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\geopandas\tools\sjoin.py:81(find_intersects)
      140    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\range.py:84(_ensure_int)
        4    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:4880(form_blocks)
      112    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\range.py:236(dtype)
       64    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:94(acquire)
       58    0.000    0.000    0.073    0.001 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\util\_decorators.py:185(wrapper)
       94    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:1315(_get_names)
      356    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:348(shape)
       34    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:2345(check_bool_indexer)
       64    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:50(_wrapfunc)
       64    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:163(__enter__)
       88    0.000    0.000    0.008    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:5563(<listcomp>)
        2    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\multi.py:1466(remove_unused_levels)
       10    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\multi.py:636(_set_names)
      102    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:4742(external_values)
      117    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
       32    0.000    0.000    0.011    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:5231(items_overlap_with_suffix)
       32    0.000    0.000    0.000    0.000 {built-in method _ctypes.pointer}
      129    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\util\_validators.py:221(validate_bool_kwarg)
       43    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:675(construct_from_string)
       18    0.000    0.000    0.002    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:4846(create_block_manager_from_blocks)
        2    0.000    0.000    1.448    0.724 C:\Users\dariu\DSSG\SEAMO\Seattle-Mobility-Index\seamo\core\geocoder.py:43(geocode)
       34    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:1914(_cleanup)
      168    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       64    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:119(release)
       16    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1133(_get_spec)
       32    0.000    0.000    0.006    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:3455(isin)
       16    0.000    0.000    0.042    0.003 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:3347(get_indexer_non_unique)
        8    0.000    0.000    0.004    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\arrays\categorical.py:268(__init__)
       16    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis1_int32_int32}
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\shapely\coords.py:48(__len__)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:1167(_is_level_reference)
      412    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_float}
       32    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1294(is_datetimelike_v_numeric)
       64    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__init__)
       83    0.000    0.000    0.009    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:4429(_consolidate_inplace)
       20    0.000    0.000    0.005    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:3105(__setitem__)
       16    0.000    0.000    0.003    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\geopandas\tools\sjoin.py:72(<lambda>)
      304    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\numeric.py:1506(<genexpr>)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:647(astype_nansafe)
       68    0.000    0.000    0.003    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:3916(<listcomp>)
       52    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\range.py:169(_data)
        7    0.000    0.000    0.000    0.000 {method 'get_labels' of 'pandas._libs.hashtable.StringHashTable' objects}
       32    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\rtree\core.py:33(check_void_done)
       16    0.000    0.000    0.003    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\series.py:875(_get_values)
       83    0.000    0.000    0.008    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:4085(consolidate)
        4    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\shapely\geometry\point.py:191(geos_point_from_py)
       32    0.000    0.000    0.004    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:2129(_concat)
       16    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\shapely\geometry\point.py:120(bounds)
       32    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\rtree\core.py:23(check_void)
      102    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\series.py:432(values)
      136    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:5757(__init__)
       18    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:1200(_is_label_reference)
       87    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:4341(__finalize__)
       48    0.000    0.000    0.002    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\arrayprint.py:650(_formatArray)
      122    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\_weakrefset.py:81(add)
       37    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:1749(_convert_listlike_indexer)
       62    0.000    0.000    0.006    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\base.py:912(__iter__)
      106    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1170(is_datetime_or_timedelta_dtype)
       40    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.zeros}
       20    0.000    0.000    0.003    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:2596(_set_item)
        1    0.000    0.000   29.799   29.799 {built-in method builtins.exec}
      244    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\missing.py:74(clean_fill_method)
       96    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:184(is_categorical_astype)
      417    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\numeric.py:110(is_all_dates)
       58    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\common.py:178(_count_not_none)
       96    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\inspect.py:72(isclass)
       16    0.000    0.000    0.003    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:4702(get_slice)
      176    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:5437(<genexpr>)
       42    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:851(argsort)
       32    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_bool_array}
       18    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:1261(_check_label_or_level_ambiguity)
       32    0.000    0.000    0.003    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:5401(<listcomp>)
      288    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:203(internal_values)
       88    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:5449(is_uniform_reindex)
       80    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:57(_path_join)
       42    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:2321(convert_to_index_sliceable)
      190    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:229(fill_value)
      180    0.000    0.000    0.000    0.000 {built-in method pandas._libs.algos.ensure_object}
        8    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
      116    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\_weakrefset.py:26(__exit__)
        4    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:1630(__setstate__)
       18    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:310(_slice)
       36    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:1762(_validate_key)
       32    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\reshape\merge.py:1013(_validate_specification)
       54    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\common.py:546(is_string_dtype)
       96    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\numeric.py:193(_assert_safe_casting)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\lib\function_base.py:2784(<listcomp>)
       42    0.000    0.000    0.003    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\shape_base.py:182(vstack)
      136    0.000    0.000    0.002    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\shapely\impl.py:34(wrapper)
      106    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:213(get_values)
       66    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:348(<dictcomp>)
      278    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       96    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\reshape\merge.py:1646(_any)
       32    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\range.py:173(_int64index)
       16    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:630(_search_registry)
        2    0.000    0.000    0.002    0.001 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\reshape\reshape.py:87(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\sorting.py:20(get_group_index)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\sorting.py:88(maybe_lift)
      116    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\_weakrefset.py:20(__enter__)
       80    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:59(<listcomp>)
       16    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:298(validate_categories)
       32    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\reshape\merge.py:636(_maybe_restore_index_levels)
      514    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_integer}
       76    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexing.py:2553(is_list_like_indexer)
      224    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\geopandas\geoseries.py:118(_constructor)
       33    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\ops.py:50(get_op_result_name)
        1    0.000    0.000   28.192   28.192 C:\Users\dariu\DSSG\SEAMO\Seattle-Mobility-Index\seamo/support\trip.py:81(_calculate_cost)
       44    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\inference.py:447(is_sequence)
      383    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_bool}
       89    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       48    0.000    0.000    0.087    0.002 C:\Users\dariu\Anaconda3\lib\site-packages\geopandas\geoseries.py:131(__getitem__)
       16    0.000    0.000    0.004    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\lib\function_base.py:2727(__call__)
       19    0.000    0.000    0.002    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:2890(xs)
       71    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\common.py:811(is_integer_dtype)
       16    0.000    0.000    0.002    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:5005(copy)
       56    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:844(__len__)
       48    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\arrayprint.py:72(<dictcomp>)
       32    0.000    0.000    0.003    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:2137(_concat_same_dtype)
       16    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.frompyfunc}
       58    0.000    0.000    0.002    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:2451(identical)
       96    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:299(__len__)
       32    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2323(amin)
       42    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\shape_base.py:234(<listcomp>)
       16    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:623(_open_registry)
        4    0.000    0.000    0.000    0.000 {method 'get_labels_groupby' of 'pandas._libs.hashtable.Int64HashTable' objects}
        8    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.astype_unicode}
       16    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:169(_new_Index)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\shapely\prepared.py:29(__del__)
       17    0.000    0.000    0.011    0.001 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:3363(get_indexer_for)
       75    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:4961(_ensure_has_len)
       10    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\multi.py:210(__new__)
       20    0.000    0.000    0.003    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:4423(<listcomp>)
       32    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:2305(is_bool)
       35    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
       98    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\series.py:637(__array__)
       48    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\rtree\core.py:43(check_value)
       85    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:457(ndim)
        4    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:3429(__setstate__)
        8    0.000    0.000    0.004    0.001 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\arrays\categorical.py:2485(_factorize_from_iterable)
       40    0.000    0.000    0.000    0.000 {built-in method pandas._libs.algos.ensure_int8}
       58    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:3165(_ensure_valid_index)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:1427(ravel)
      136    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\shapely\geometry\base.py:350(type)
       99    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\series.py:562(__len__)
       64    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:1481(is_monotonic)
       96    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\inference.py:364(is_dict_like)
        4    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:7353(extract_index)
       32    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\concat.py:532(<listcomp>)
       28    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\multi.py:633(_get_names)
      176    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:5442(<genexpr>)
       12    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\dateutil\parser\_parser.py:83(get_token)
       16    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\rtree\index.py:917(__init__)
       36    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:1567(is_integer)
      334    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       12    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:2364(set)
       10    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\multi.py:289(_set_levels)
       32    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\arrayprint.py:322(<lambda>)
       20    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:2413(should_store)
       16    0.000    0.000    0.002    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\range.py:491(__getitem__)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\shapely\geometry\base.py:320(_get_coords)
        2    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\reshape\reshape.py:150(_make_selectors)
        4    0.000    0.000    0.002    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\geopandas\geodataframe.py:82(set_geometry)
       42    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\multi.py:630(__len__)
      144    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:4709(index)
      164    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:3561(<genexpr>)
      350    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       64    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:170(__exit__)
       33    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:163(_validate_dtype)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:3344(reindexer)
       37    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:1783(_convert_arr_indexer)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:163(reshape)
       21    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:2039(contains)
       32    0.000    0.000    0.005    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\rtree\index.py:873(__del__)
      116    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\_weakrefset.py:16(__init__)
      116    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       24    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:2600(_set_is_copy)
      272    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\shapely\prepared.py:38(_geom)
      208    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:44(maybe_convert_platform)
       42    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\multi.py:303(<genexpr>)
       10    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\algorithms.py:141(_reconstruct_data)
       80    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:396(_verbose_message)
      208    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:4774(_consolidate_inplace)
        2    0.000    0.000   28.182   14.091 C:\Users\dariu\DSSG\SEAMO\Seattle-Mobility-Index\seamo\core\parking_cost.py:43(geocode)
       24    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:278(validate_ordered)
       80    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\geopandas\geodataframe.py:429(_constructor)
       32    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\dtypes\concat.py:525(<listcomp>)
       38    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:2183(_assert_take_fillable)
        4    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\sorting.py:364(_reorder_by_uniques)
       49    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:4101(_maybe_cast_indexer)
       76    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {pandas._libs.lib.astype_intsafe}
       36    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\generic.py:1230(<genexpr>)
      116    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:4203(<genexpr>)
       64    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:159(__init__)
       16    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\numpy\lib\function_base.py:2808(<listcomp>)
       33    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\base.py:1288(_assert_can_do_setop)
       16    0.000    0.000    0.004    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\range.py:467(join)
        4    0.000    0.000    0.005    0.001 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:426(_init_dict)
       10    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\multi.py:392(_set_labels)
        4    0.000    0.000    0.001    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\frame.py:7630(_homogenize)
        4    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\internals.py:5017(_stack_arrays)
        5    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.array_equivalent_object}
       42    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\indexes\multi.py:402(<genexpr>)
       70    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\pandas\core\common.py:154(_all_none)
       96    0.000    0.000    0.000    0.000 C:\Users\dariu\Anaconda3\lib\site-packages\rtree\index.py:867(_as_parameter_)
